"Species","Year","Quarter","Species.n","Age","M1","M2","M","F","Z","N","N.bar","C.hat","C.obs","west","weca","Yield","CWsum","prop.landed","propmat","BIO","SSB","Lsea","ration"
"Saithe",2004,2,21,7,0.05,0,0.05,0.0904181,0.140418,10568.8,9860.32,891.551,0,2.89447,2.7215,0,0,1,1,30591.1,30591.1,743,4.769
"Saithe",2004,2,21,8,0.05,0,0.05,0.0881249,0.138125,8104.98,7570.14,667.118,0,3.56328,3.4113,0,0,1,1,28880.3,28880.3,789,6.024
"Saithe",2004,2,21,9,0.05,0,0.05,0.0881249,0.138125,2012.57,1879.77,165.654,0,4.8987,4.7122,0,0,1,1,9859,9859,867,7.489
"Saithe",2004,2,21,10,0.05,0,0.05,0.0881249,0.138125,4202.31,3925,345.891,0,5.82106,6.1085,0,0,1,1,24461.9,24461.9,1017,11.457
"Saithe",2004,3,21,0,0.05,0,0.05,0,0.05,160545,156597,0,1,0.005,0.02,0.02,0.02,1,0,802.725,0,129,0
"Saithe",2004,3,21,1,0.05,0,0.05,0,0.05,81210.3,79213.5,0,3,0.111,0.6327,1.8981,1.8981,1,0,9014.35,0,296,0
"Saithe",2004,3,21,2,0.05,0,0.05,0,0.05,196224,191399,0,306.567,0.463,0.7238,221.893,221.893,1,0,90851.7,0,384,0
"Saithe",2004,3,21,3,0.05,0,0.05,0.0389441,0.0889441,84913.6,81246.8,3164.08,5314.62,1.32504,0.9638,5122.23,5122.23,1,0,112514,0,428,0.761
"Saithe",2004,3,21,4,0.05,0,0.05,0.0649712,0.114971,69997.8,66123.8,4296.15,14987.2,1.34919,1.1165,16733.2,16733.2,1,0.15,94440.6,14166.1,504,0.997
"Saithe",2004,3,21,5,0.05,0,0.05,0.0953126,0.145313,57936.9,53924.1,5139.64,17696,1.6812,1.3825,24464.8,24464.8,1,0.7,97403.2,68182.3,581,1.505
"Saithe",2004,3,21,6,0.05,0,0.05,0.0864003,0.1364,36939.5,34531,2983.49,13412.2,2.00575,1.7396,23331.9,23331.9,1,0.9,74091.3,66682.2,689,2.011
"Saithe",2004,3,21,7,0.05,0,0.05,0.0910431,0.141043,9184.23,8565.95,779.871,3819.55,3.05944,2.7215,10394.9,10394.9,1,1,28098.6,28098.6,744,2.682
"Saithe",2004,3,21,8,0.05,0,0.05,0.0887341,0.138734,7059.36,6591.55,584.896,4103.58,3.72317,3.4113,13998.5,13998.5,1,1,26283.2,26283.2,813,3.346
"Saithe",2004,3,21,9,0.05,0,0.05,0.0887341,0.138734,1752.93,1636.77,145.237,1117.89,5.0854,4.7122,5267.71,5267.71,1,1,8914.37,8914.37,898,4.131
"Saithe",2004,3,21,10,0.05,0,0.05,0.0887341,0.138734,3660.17,3417.62,303.259,806.292,6.21631,6.1085,4925.23,4925.23,1,1,22752.7,22752.7,1019,6.373
"Saithe",2004,4,21,0,0.05,0,0.05,0,0.05,152715,148960,0,0,0.02,0.02,0,0,1,0,3054.3,0,173,0
"Saithe",2004,4,21,1,0.05,0,0.05,0,0.05,77249.7,75350.2,0,0,0.183,0.6327,0,0,1,0,14136.7,0,308,0
"Saithe",2004,4,21,2,0.05,0,0.05,0,0.05,186654,182064,0,0,0.667,0.7238,0,0,1,0,124498,0,401,0
"Saithe",2004,4,21,3,0.05,0,0.05,0.0218787,0.0718787,77687.1,74960.8,1640.05,0,1.49523,0.9638,0,0,1,0,116160,0,435,1.012
"Saithe",2004,4,21,4,0.05,0,0.05,0.0371689,0.0871689,62395.5,59753.3,2220.97,0,1.4991,1.1165,0,0,1,0.15,93537.3,14030.6,516,1.306
"Saithe",2004,4,21,5,0.05,0,0.05,0.0545266,0.104527,50101,47571.5,2593.91,0,1.8023,1.3825,0,0,1,0.7,90297,63207.9,654,1.897
"Saithe",2004,4,21,6,0.05,0,0.05,0.0494281,0.0994281,32229.5,30679,1516.41,0,2.15127,1.7396,0,0,1,0.9,69334.4,62401,756,2.535
"Saithe",2004,4,21,7,0.05,0,0.05,0.0520841,0.102084,7976.07,7582.46,394.926,0,3.20941,2.7215,0,0,1,1,25598.5,25598.5,811,3.302
"Saithe",2004,4,21,8,0.05,0,0.05,0.0507632,0.100763,6144.89,5845.44,296.733,0,3.87544,3.4113,0,0,1,1,23814.2,23814.2,847,4.085
"Saithe",2004,4,21,9,0.05,0,0.05,0.0507632,0.100763,1525.86,1451.5,73.6828,0,5.281,4.7122,0,0,1,1,8058.04,8058.04,950,5.032
"Saithe",2004,4,21,10,0.05,0,0.05,0.0507632,0.100763,3186.03,3030.77,153.852,0,6.59554,6.1085,0,0,1,1,21013.6,21013.6,1036,7.745
"Saithe",2005,1,21,1,0.05,0,0.05,0,0.05,145267,141695,0,0,0.026,0.6327,0,0,1,0,3776.95,0,281,0
"Saithe",2005,1,21,2,0.05,0,0.05,0,0.05,73482.2,71675.3,0,0,0.2,0.5891,0,0,1,0,14696.4,0,333,0
"Saithe",2005,1,21,3,0.05,0,0.05,0.00972761,0.0597276,177551,172352,1676.58,0,0.718,0.7179,0,0,1,0,127481,0,412,0.355
"Saithe",2005,1,21,4,0.05,0,0.05,0.086723,0.136723,72299.1,67574.3,5860.25,0,1.156,1.1564,0,0,1,0.15,83577.7,12536.7,441,0.534
"Saithe",2005,1,21,5,0.05,0,0.05,0.127222,0.177222,57186.8,52406,6667.21,0,1.402,1.402,0,0,1,0.7,80176,56123.2,550,0.8
"Saithe",2005,1,21,6,0.05,0,0.05,0.115326,0.165326,45128.5,41595.4,4797.04,0,1.724,1.7244,0,0,1,0.9,77801.6,70021.4,646,1.133
"Saithe",2005,1,21,7,0.05,0,0.05,0.121523,0.171523,29179.1,26813.8,3258.51,0,2.152,2.152,0,0,1,1,62793.5,62793.5,742,1.552
"Saithe",2005,1,21,8,0.05,0,0.05,0.118441,0.168441,7202.02,6628.13,785.045,0,3.241,3.2409,0,0,1,1,23341.7,23341.7,809,1.997
"Saithe",2005,1,21,9,0.05,0,0.05,0.118441,0.168441,5555.88,5113.16,605.61,0,4.089,4.0891,0,0,1,1,22718,22718,878,2.496
"Saithe",2005,1,21,10,0.05,0,0.05,0.118441,0.168441,4260.24,3920.76,464.38,0,5.262,5.2618,0,0,1,1,22417.4,22417.4,1010,4.071
"Saithe",2005,2,21,1,0.05,0,0.05,0,0.05,138182,134785,0,0,0.036,0.6327,0,0,1,0,4974.57,0,283,0
"Saithe",2005,2,21,2,0.05,0,0.05,0,0.05,69898.4,68179.7,0,0,0.231,0.5891,0,0,1,0,16146.5,0,404,0
"Saithe",2005,2,21,3,0.05,0,0.05,0.0275764,0.0775764,167257,160933,4437.97,0,0.873733,0.7179,0,0,1,0,146138,0,424,1.26
"Saithe",2005,2,21,4,0.05,0,0.05,0.0658003,0.1158,63060.1,59545.9,3918.13,0,1.29403,1.1564,0,0,1,0.15,81601.6,12240.2,483,1.733
"Saithe",2005,2,21,5,0.05,0,0.05,0.0965288,0.146529,47899.3,44555.3,4300.87,0,1.54654,1.402,0,0,1,0.7,74078,51854.6,561,2.558
"Saithe",2005,2,21,6,0.05,0,0.05,0.0875027,0.137503,38251.7,35738.4,3127.21,0,1.85565,1.7244,0,0,1,0.9,70981.9,63883.7,647,3.526
"Saithe",2005,2,21,7,0.05,0,0.05,0.0922048,0.142205,24579.9,22912.2,2112.62,0,2.28835,2.152,0,0,1,1,56247.6,56247.6,743,4.769
"Saithe",2005,2,21,8,0.05,0,0.05,0.0898664,0.139866,6085.57,5679.15,510.365,0,3.38569,3.2409,0,0,1,1,20603.8,20603.8,789,6.024
"Saithe",2005,2,21,9,0.05,0,0.05,0.0898664,0.139866,4694.61,4381.09,393.713,0,4.25102,4.0891,0,0,1,1,19956.9,19956.9,867,7.489
"Saithe",2005,2,21,10,0.05,0,0.05,0.0898664,0.139866,3599.82,3359.41,301.898,0,5.01398,5.2618,0,0,1,1,18049.4,18049.4,1017,11.457
"Saithe",2005,3,21,0,0.05,0,0.05,0,0.05,116920,114045,0,1,0.005,0.02,0.02,0.02,1,0,584.599,0,129,0
"Saithe",2005,3,21,1,0.05,0,0.05,0,0.05,131443,128211,0,3,0.111,0.6327,1.8981,1.8981,1,0,14590.2,0,296,0
"Saithe",2005,3,21,2,0.05,0,0.05,0,0.05,66489.4,64854.5,0,1862.95,0.463,0.5891,1097.46,1097.46,1,0,30784.6,0,384,0
"Saithe",2005,3,21,3,0.05,0,0.05,0.0397137,0.0897137,154772,148032,5878.9,13933,0.98691,0.7179,10002.5,10002.5,1,0,152746,0,428,0.761
"Saithe",2005,3,21,4,0.05,0,0.05,0.0662551,0.116255,56164.7,53022.9,3513.04,12507.7,1.39755,1.1564,14463.9,14463.9,1,0.15,78493,11774,504,0.997
"Saithe",2005,3,21,5,0.05,0,0.05,0.097196,0.147196,41370.7,38469.9,3739.13,16860.6,1.70553,1.402,23638.5,23638.5,1,0.7,70558.8,49391.2,581,1.505
"Saithe",2005,3,21,6,0.05,0,0.05,0.0881076,0.138108,33337.6,31137.9,2743.49,17795.6,1.9873,1.7244,30686.8,30686.8,1,0.9,66251.9,59626.7,689,2.011
"Saithe",2005,3,21,7,0.05,0,0.05,0.0928422,0.142842,21321.7,19868.9,1844.67,11584.6,2.41878,2.152,24930,24930,1,1,51572.5,51572.5,744,2.682
"Saithe",2005,3,21,8,0.05,0,0.05,0.0904876,0.140488,5291.24,4936.38,446.681,2838.47,3.53761,3.2409,9199.21,9199.21,1,1,18718.4,18718.4,813,3.346
"Saithe",2005,3,21,9,0.05,0,0.05,0.0904876,0.140488,4081.85,3808.09,344.585,2247.58,4.41303,4.0891,9190.58,9190.58,1,1,18013.3,18013.3,898,4.131
"Saithe",2005,3,21,10,0.05,0,0.05,0.0904876,0.140488,3129.95,2920.03,264.227,460.008,5.35443,5.2618,2420.47,2420.47,1,1,16759.1,16759.1,1019,6.373
"Saithe",2005,4,21,0,0.05,0,0.05,0,0.05,111218,108483,0,0,0.02,0.02,0,0,1,0,2224.35,0,173,0
"Saithe",2005,4,21,1,0.05,0,0.05,0,0.05,125033,121958,0,0,0.183,0.6327,0,0,1,0,22881,0,308,0
"Saithe",2005,4,21,2,0.05,0,0.05,0,0.05,63246.7,61691.5,0,0,0.667,0.5891,0,0,1,0,42185.5,0,401,0
"Saithe",2005,4,21,3,0.05,0,0.05,0.022311,0.072311,141491,136497,3045.38,0,1.11367,0.7179,0,0,1,0,157575,0,435,1.012
"Saithe",2005,4,21,4,0.05,0,0.05,0.0379034,0.0879034,50000.5,47865.9,1814.28,0,1.55284,1.1564,0,0,1,0.15,77642.5,11646.4,516,1.306
"Saithe",2005,4,21,5,0.05,0,0.05,0.0556041,0.105604,35708.1,33887.3,1884.27,0,1.82838,1.402,0,0,1,0.7,65288,45701.6,654,1.897
"Saithe",2005,4,21,6,0.05,0,0.05,0.0504048,0.100405,29037.2,27627.1,1392.54,0,2.13149,1.7244,0,0,1,0.9,61892.6,55703.3,756,2.535
"Saithe",2005,4,21,7,0.05,0,0.05,0.0531134,0.103113,18483.6,17562.6,932.807,0,2.53734,2.152,0,0,1,1,46899.2,46899.2,811,3.302
"Saithe",2005,4,21,8,0.05,0,0.05,0.0517663,0.101766,4597.74,4371.53,226.298,0,3.6823,3.2409,0,0,1,1,16930.3,16930.3,847,4.085
"Saithe",2005,4,21,9,0.05,0,0.05,0.0517663,0.101766,3546.86,3372.35,174.574,0,4.58277,4.0891,0,0,1,1,16254.4,16254.4,950,5.032
"Saithe",2005,4,21,10,0.05,0,0.05,0.0517663,0.101766,2719.72,2585.91,133.863,0,5.68108,5.2618,0,0,1,1,15451,15451,1036,7.745
"Saithe",2006,1,21,1,0.05,0,0.05,0,0.05,105793,103192,0,0,0.026,0,0,0,1,0,2750.63,0,281,0
"Saithe",2006,1,21,2,0.05,0,0.05,0,0.05,118935,116010,0,0,0.2,0,0,0,1,0,23786.9,0,333,0
"Saithe",2006,1,21,3,0.05,0,0.05,0.0111296,0.0611296,60162.1,58360.2,649.526,0,0.917,0.9169,0,0,1,0,55168.6,0,412,0.355
"Saithe",2006,1,21,4,0.05,0,0.05,0.0992219,0.149222,131621,122272,12132,0,1.025,1.0253,0,0,1,0.15,134912,20236.7,441,0.534
"Saithe",2006,1,21,5,0.05,0,0.05,0.145558,0.195558,45792.9,41593.5,6054.27,0,1.384,1.3842,0,0,1,0.7,63377.4,44364.2,550,0.8
"Saithe",2006,1,21,6,0.05,0,0.05,0.131948,0.181948,32129.4,29376,3876.09,0,1.784,1.7842,0,0,1,0.9,57318.9,51587,646,1.133
"Saithe",2006,1,21,7,0.05,0,0.05,0.139038,0.189038,26263.3,23930.2,3327.21,0,2.133,2.1326,0,0,1,1,56019.7,56019.7,742,1.552
"Saithe",2006,1,21,8,0.05,0,0.05,0.135512,0.185512,16672.7,15217.5,2062.15,0,2.647,2.6466,0,0,1,1,44132.5,44132.5,809,1.997
"Saithe",2006,1,21,9,0.05,0,0.05,0.135512,0.185512,4152.87,3790.42,513.647,0,3.885,3.8848,0,0,1,1,16133.9,16133.9,878,2.496
"Saithe",2006,1,21,10,0.05,0,0.05,0.135512,0.185512,5660.23,5166.22,700.084,0,5.492,5.4918,0,0,1,1,31086,31086,1010,4.071
"Saithe",2006,2,21,1,0.05,0,0.05,0,0.05,100634,98159.4,0,0,0.036,0,0,0,1,0,3622.82,0,283,0
"Saithe",2006,2,21,2,0.05,0,0.05,0,0.05,113134,110352,0,0,0.231,0,0,0,1,0,26134,0,404,0
"Saithe",2006,2,21,3,0.05,0,0.05,0.0315509,0.0815509,56594.6,54348.4,1714.74,0,1.1159,0.9169,0,0,1,0,63153.6,0,424,1.26
"Saithe",2006,2,21,4,0.05,0,0.05,0.0752837,0.125284,113376,106561,8022.31,0,1.14739,1.0253,0,0,1,0.15,130086,19512.9,483,1.733
"Saithe",2006,2,21,5,0.05,0,0.05,0.110441,0.160441,37659,34793.2,3842.6,0,1.52668,1.3842,0,0,1,0.7,57493.2,40245.2,561,2.558
"Saithe",2006,2,21,6,0.05,0,0.05,0.100114,0.150114,26784.5,24871.1,2489.95,0,1.92023,1.7842,0,0,1,0.9,51432.6,46289.3,647,3.526
"Saithe",2006,2,21,7,0.05,0,0.05,0.105494,0.155494,21739.6,20133.7,2123.98,0,2.26815,2.1326,0,0,1,1,49308.7,49308.7,743,4.769
"Saithe",2006,2,21,8,0.05,0,0.05,0.102818,0.152818,13849.6,12843.3,1320.53,0,2.76517,2.6466,0,0,1,1,38296.6,38296.6,789,6.024
"Saithe",2006,2,21,9,0.05,0,0.05,0.102818,0.152818,3449.7,3199.04,328.92,0,4.03893,3.8848,0,0,1,1,13933.1,13933.1,867,7.489
"Saithe",2006,2,21,10,0.05,0,0.05,0.102818,0.152818,4701.83,4360.19,448.308,0,5.23314,5.4918,0,0,1,1,24605.4,24605.4,1017,11.457
"Saithe",2006,3,21,0,0.05,0,0.05,0,0.05,101676,99175.5,0,0,0.005,0,0,0,1,0,508.378,0,129,0
"Saithe",2006,3,21,1,0.05,0,0.05,0,0.05,95725.9,93372.1,0,0,0.111,0,0,0,1,0,10625.6,0,296,0
"Saithe",2006,3,21,2,0.05,0,0.05,0,0.05,107617,104970,0,0,0.463,0,0,0,1,0,49826.5,0,384,0
"Saithe",2006,3,21,3,0.05,0,0.05,0.0454374,0.0954374,52162.4,49750.6,2260.54,9871.06,1.26044,0.9169,9050.77,9050.77,1,0,65747.6,0,428,0.761
"Saithe",2006,3,21,4,0.05,0,0.05,0.0758041,0.125804,100025,93989.1,7124.76,28210.9,1.23918,1.0253,28924.6,28924.6,1,0.15,123949,18592.4,504,0.997
"Saithe",2006,3,21,5,0.05,0,0.05,0.111204,0.161204,32076.7,29624.8,3294.4,12355.1,1.68363,1.3842,17102,17102,1,0.7,54005.3,37803.7,581,1.505
"Saithe",2006,3,21,6,0.05,0,0.05,0.100806,0.150806,23051,21397.1,2156.96,9363.99,2.05647,1.7842,16707.2,16707.2,1,0.9,47403.7,42663.3,689,2.011
"Saithe",2006,3,21,7,0.05,0,0.05,0.106223,0.156223,18608.9,17228.2,1830.03,11375.5,2.39742,2.1326,24259.3,24259.3,1,1,44613.4,44613.4,744,2.682
"Saithe",2006,3,21,8,0.05,0,0.05,0.103529,0.153529,11886.9,11019.4,1140.83,5958.34,2.88925,2.6466,15769.3,15769.3,1,1,34344.3,34344.3,813,3.346
"Saithe",2006,3,21,9,0.05,0,0.05,0.103529,0.153529,2960.83,2744.74,284.161,1544.79,4.19287,3.8848,6001.19,6001.19,1,1,12414.4,12414.4,898,4.131
"Saithe",2006,3,21,10,0.05,0,0.05,0.103529,0.153529,4035.51,3740.99,387.302,1432.49,5.58847,5.4918,7866.93,7866.93,1,1,22552.4,22552.4,1019,6.373
"Saithe",2006,4,21,0,0.05,0,0.05,0,0.05,96716.8,94338.6,0,0,0.02,0,0,0,1,0,1934.34,0,173,0
"Saithe",2006,4,21,1,0.05,0,0.05,0,0.05,91057.3,88818.3,0,0,0.183,0,0,0,1,0,16663.5,0,308,0
"Saithe",2006,4,21,2,0.05,0,0.05,0,0.05,102368,99851,0,0,0.667,0,0,0,1,0,68279.5,0,401,0
"Saithe",2006,4,21,3,0.05,0,0.05,0.0255266,0.0755266,47414.3,45668.1,1165.75,0,1.42233,0.9169,0,0,1,0,67439,0,435,1.012
"Saithe",2006,4,21,4,0.05,0,0.05,0.0433662,0.0933662,88200.9,84208.7,3651.81,0,1.37687,1.0253,0,0,1,0.15,121441,18216.1,516,1.306
"Saithe",2006,4,21,5,0.05,0,0.05,0.0636181,0.113618,27301.1,25807.2,1641.81,0,1.80491,1.3842,0,0,1,0.7,49275.9,34493.1,654,1.897
"Saithe",2006,4,21,6,0.05,0,0.05,0.0576694,0.107669,19824.2,18794.3,1083.86,0,2.20567,1.7842,0,0,1,0.9,43725.8,39353.2,756,2.535
"Saithe",2006,4,21,7,0.05,0,0.05,0.0607683,0.110768,15917.5,15067.6,915.632,0,2.51494,2.1326,0,0,1,1,40031.6,40031.6,811,3.302
"Saithe",2006,4,21,8,0.05,0,0.05,0.0592272,0.109227,10195.1,9658.08,572.021,0,3.00742,2.6466,0,0,1,1,30661,30661,847,4.085
"Saithe",2006,4,21,9,0.05,0,0.05,0.0592272,0.109227,2539.43,2405.66,142.48,0,4.35413,3.8848,0,0,1,1,11057,11057,950,5.032
"Saithe",2006,4,21,10,0.05,0,0.05,0.0592272,0.109227,3461.16,3278.84,194.196,0,5.9294,5.4918,0,0,1,1,20522.6,20522.6,1036,7.745
"Saithe",2007,1,21,1,0.05,0,0.05,0,0.05,91999.8,89737.7,0,0,0.026,0,0,0,1,0,2392,0,281,0
"Saithe",2007,1,21,2,0.05,0,0.05,0,0.05,86616.3,84486.6,0,0,0.2,0,0,0,1,0,17323.3,0,333,0
"Saithe",2007,1,21,3,0.05,0,0.05,0.00901387,0.0590139,97375.5,94557.9,852.333,0,0.796,0.796,0,0,1,0,77510.9,0,412,0.355
"Saithe",2007,1,21,4,0.05,0,0.05,0.0803599,0.13036,43965.2,41220.1,3312.44,0,1.175,1.175,0,0,1,0.15,51659.1,7748.86,441,0.534
"Saithe",2007,1,21,5,0.05,0,0.05,0.117888,0.167888,80338.7,73956.8,8718.6,0,1.239,1.239,0,0,1,0.7,99539.7,69677.8,550,0.8
"Saithe",2007,1,21,6,0.05,0,0.05,0.106864,0.156864,24368.9,22553.7,2410.19,0,1.741,1.741,0,0,1,0.9,42426.3,38183.6,646,1.133
"Saithe",2007,1,21,7,0.05,0,0.05,0.112607,0.162607,17800.7,16428.8,1849.99,0,2.144,2.144,0,0,1,1,38164.6,38164.6,742,1.552
"Saithe",2007,1,21,8,0.05,0,0.05,0.109751,0.159751,14248.5,13168.6,1445.27,0,2.856,2.856,0,0,1,1,40693.7,40693.7,809,1.997
"Saithe",2007,1,21,9,0.05,0,0.05,0.109751,0.159751,9140.22,8447.51,927.123,0,3.495,3.495,0,0,1,1,31945.1,31945.1,878,2.496
"Saithe",2007,1,21,10,0.05,0,0.05,0.109751,0.159751,5379.69,4971.98,545.681,0,5.335,5.335,0,0,1,1,28700.7,28700.7,1010,4.071
"Saithe",2007,2,21,1,0.05,0,0.05,0,0.05,87512.9,85361.1,0,0,0.036,0,0,0,1,0,3150.47,0,283,0
"Saithe",2007,2,21,2,0.05,0,0.05,0,0.05,82392,80366.1,0,0,0.231,0,0,0,1,0,19032.6,0,404,0
"Saithe",2007,2,21,3,0.05,0,0.05,0.0255531,0.0755531,91795.3,88413.3,2259.23,0,0.968651,0.796,0,0,1,0,88917.6,0,424,1.26
"Saithe",2007,2,21,4,0.05,0,0.05,0.0609724,0.110972,38591.7,36527.5,2227.17,0,1.3153,1.175,0,0,1,0.15,50759.7,7613.95,483,1.733
"Saithe",2007,2,21,5,0.05,0,0.05,0.0894462,0.139446,67922.3,63399.2,5670.82,0,1.36673,1.239,0,0,1,0.7,92831.5,64982.1,561,2.558
"Saithe",2007,2,21,6,0.05,0,0.05,0.0810824,0.131082,20831,19523.5,1583.01,0,1.87395,1.741,0,0,1,0.9,39036.3,35132.6,647,3.526
"Saithe",2007,2,21,7,0.05,0,0.05,0.0854395,0.135439,15129.2,14149.4,1208.92,0,2.27985,2.144,0,0,1,1,34492.3,34492.3,743,4.769
"Saithe",2007,2,21,8,0.05,0,0.05,0.0832727,0.133273,12144.8,11370.3,946.833,0,2.9835,2.856,0,0,1,1,36233.9,36233.9,789,6.024
"Saithe",2007,2,21,9,0.05,0,0.05,0.0832727,0.133273,7790.72,7293.89,607.381,0,3.63348,3.495,0,0,1,1,28307.4,28307.4,867,7.489
"Saithe",2007,2,21,10,0.05,0,0.05,0.0832727,0.133273,4585.41,4292.99,357.489,0,5.08354,5.335,0,0,1,1,23310.2,23310.2,1017,11.457
"Saithe",2007,3,21,0,0.05,0,0.05,0,0.05,207547,202444,0,0,0.005,0,0,0,1,0,1037.74,0,129,0
"Saithe",2007,3,21,1,0.05,0,0.05,0,0.05,83244.9,81198,0,0,0.111,0,0,0,1,0,9240.18,0,296,0
"Saithe",2007,3,21,2,0.05,0,0.05,0,0.05,78373.7,76446.6,0,0,0.463,0,0,0,1,0,36287,0,384,0
"Saithe",2007,3,21,3,0.05,0,0.05,0.0367998,0.0867998,85115.4,81526,3000.14,17486,1.09412,0.796,13918.9,13918.9,1,0,93126.8,0,428,0.761
"Saithe",2007,3,21,4,0.05,0,0.05,0.0613938,0.111394,34538.2,32684,2006.6,7981.82,1.42052,1.175,9378.63,9378.63,1,0.15,49062.3,7359.34,504,0.997
"Saithe",2007,3,21,5,0.05,0,0.05,0.0900645,0.140065,59081.5,55130.5,4965.3,21443.3,1.50724,1.239,26568.2,26568.2,1,0.7,89049.8,62334.9,581,1.505
"Saithe",2007,3,21,6,0.05,0,0.05,0.0816429,0.131643,18271.8,17120.2,1397.75,7367.19,2.0069,1.741,12826.3,12826.3,1,0.9,36669.7,33002.7,689,2.011
"Saithe",2007,3,21,7,0.05,0,0.05,0.0860301,0.13603,13212.8,12353.6,1062.78,5639.11,2.40978,2.144,12090.2,12090.2,1,1,31840.1,31840.1,744,2.682
"Saithe",2007,3,21,8,0.05,0,0.05,0.0838483,0.133848,10629.4,9948.77,834.187,5230.44,3.11738,2.856,14938.2,14938.2,1,1,33135.9,33135.9,813,3.346
"Saithe",2007,3,21,9,0.05,0,0.05,0.0838483,0.133848,6818.64,6382.01,535.12,1800.36,3.77196,3.495,6292.26,6292.26,1,1,25719.7,25719.7,898,4.131
"Saithe",2007,3,21,10,0.05,0,0.05,0.0838483,0.133848,4013.28,3756.28,314.958,974.549,5.42871,5.335,5199.22,5199.22,1,1,21786.9,21786.9,1019,6.373
"Saithe",2007,4,21,0,0.05,0,0.05,0,0.05,197425,192571,0,0,0.02,0,0,0,1,0,3948.5,0,173,0
"Saithe",2007,4,21,1,0.05,0,0.05,0,0.05,79185,77238,0,0,0.183,0,0,0,1,0,14490.9,0,308,0
"Saithe",2007,4,21,2,0.05,0,0.05,0,0.05,74551.4,72718.3,0,0,0.667,0,0,0,1,0,49725.8,0,401,0
"Saithe",2007,4,21,3,0.05,0,0.05,0.020674,0.070674,78038.9,75345.1,1557.69,0,1.23465,0.796,0,0,1,0,96351,0,435,1.012
"Saithe",2007,4,21,4,0.05,0,0.05,0.0351223,0.0851223,30897.4,29618.9,1040.28,0,1.57836,1.175,0,0,1,0.15,48767.2,7315.07,516,1.306
"Saithe",2007,4,21,5,0.05,0,0.05,0.0515243,0.101524,51359.7,48838.6,2516.37,0,1.61581,1.239,0,0,1,0.7,82987.4,58091.2,654,1.897
"Saithe",2007,4,21,6,0.05,0,0.05,0.0467065,0.0967065,16018.1,15267.9,713.111,0,2.15251,1.741,0,0,1,0.9,34479.1,31031.1,756,2.535
"Saithe",2007,4,21,7,0.05,0,0.05,0.0492163,0.0992163,11532.4,10978.7,540.333,0,2.52791,2.144,0,0,1,1,29152.9,29152.9,811,3.302
"Saithe",2007,4,21,8,0.05,0,0.05,0.0479681,0.0979681,9297.81,8856.88,424.848,0,3.24488,2.856,0,0,1,1,30170.2,30170.2,847,4.085
"Saithe",2007,4,21,9,0.05,0,0.05,0.0479681,0.0979681,5964.42,5681.57,272.534,0,3.91704,3.495,0,0,1,1,23362.9,23362.9,950,5.032
"Saithe",2007,4,21,10,0.05,0,0.05,0.0479681,0.0979681,3510.5,3344.03,160.407,0,5.75989,5.335,0,0,1,1,20220.1,20220.1,1036,7.745
"Saithe",2008,1,21,1,0.05,0,0.05,0,0.05,187796,183179,0,0,0.026,0,0,0,1,0,4882.71,0,281,0
"Saithe",2008,1,21,2,0.05,0,0.05,0,0.05,75323.1,73471,0,0,0.2,0,0,0,1,0,15064.6,0,333,0
"Saithe",2008,1,21,3,0.05,0,0.05,0.0105735,0.0605735,70915.5,68810.4,727.568,0,0.952,0.9524,0,0,1,0,67511.5,0,412,0.355
"Saithe",2008,1,21,4,0.05,0,0.05,0.0942644,0.144264,72714,67712.4,6382.86,0,1.176,1.176,0,0,1,0.15,85511.7,12826.7,441,0.534
"Saithe",2008,1,21,5,0.05,0,0.05,0.138285,0.188285,28376.2,25864.8,3576.73,0,1.532,1.5322,0,0,1,0.7,43472.3,30430.6,550,0.8
"Saithe",2008,1,21,6,0.05,0,0.05,0.125355,0.175355,46401.4,42560.7,5335.2,0,1.77,1.7704,0,0,1,0.9,82130.4,73917.4,646,1.133
"Saithe",2008,1,21,7,0.05,0,0.05,0.132091,0.182091,14541.6,13294.5,1756.08,0,2.457,2.4572,0,0,1,1,35728.6,35728.6,742,1.552
"Saithe",2008,1,21,8,0.05,0,0.05,0.128741,0.178741,10443.1,9563.02,1231.15,0,3.028,3.0278,0,0,1,1,31621.7,31621.7,809,1.997
"Saithe",2008,1,21,9,0.05,0,0.05,0.128741,0.178741,8430.11,7719.66,993.837,0,3.6,3.5997,0,0,1,1,30348.4,30348.4,878,2.496
"Saithe",2008,1,21,10,0.05,0,0.05,0.128741,0.178741,8590.7,7866.72,1012.77,0,4.6,4.5997,0,0,1,1,39517.2,39517.2,1010,4.071
"Saithe",2008,2,21,1,0.05,0,0.05,0,0.05,178638,174245,0,0,0.036,0,0,0,1,0,6430.95,0,283,0
"Saithe",2008,2,21,2,0.05,0,0.05,0,0.05,71649.5,69887.8,0,0,0.231,0,0,0,1,0,16551,0,404,0
"Saithe",2008,2,21,3,0.05,0,0.05,0.0299745,0.0799745,66747.4,64148.1,1922.81,0,1.15849,0.9524,0,0,1,0,77326,0,424,1.26
"Saithe",2008,2,21,4,0.05,0,0.05,0.0715223,0.121522,62945.5,59271.2,4239.21,0,1.31642,1.176,0,0,1,0.15,82862.6,12429.4,483,1.733
"Saithe",2008,2,21,5,0.05,0,0.05,0.104923,0.154923,23506.2,21775.9,2284.79,0,1.68994,1.5322,0,0,1,0.7,39724,27806.8,561,2.558
